Logging to ./data/ppo_1l/seed_2
---------------------------------
| rollout/           |          |
|    fps                  | 11          |
|    iterations           | 67          |
|    time_elapsed         | 15174       |
|    total_timesteps      | 167500      |
| train/                  |             |
|    approx_kl            | 0.007374874 |
|    clip_fraction        | 0.375       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.869       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0532      |
|    n_updates            | 1320        |
|    policy_gradient_loss | -0.0338     |
|    std                  | 0.0551      |
|    value_loss           | 0.00431     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.612        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 68           |
|    time_elapsed         | 15398        |
|    total_timesteps      | 170000       |
| train/                  |              |
|    approx_kl            | 0.0080670845 |
|    clip_fraction        | 0.394        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.7        |
|    explained_variance   | 0.875        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0511       |
|    n_updates            | 1340         |
|    policy_gradient_loss | -0.0354      |
|    std                  | 0.0551       |
|    value_loss           | 0.00412      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.616      |
| time/                   |            |
|    fps                  | 11         |
|    iterations           | 69         |
|    time_elapsed         | 15621      |
|    total_timesteps      | 172500     |
| train/                  |            |
|    approx_kl            | 0.00791164 |
|    clip_fraction        | 0.377      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.7      |
|    explained_variance   | 0.873      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0513     |
|    n_updates            | 1360       |
|    policy_gradient_loss | -0.0345    |
|    std                  | 0.0551     |
|    value_loss           | 0.00418    |
----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.662       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.612       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 70          |
|    time_elapsed         | 15867       |
|    total_timesteps      | 175000      |
| train/                  |             |
|    approx_kl            | 0.008541759 |
|    clip_fraction        | 0.383       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.867       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.053       |
|    n_updates            | 1380        |
|    policy_gradient_loss | -0.0357     |
|    std                  | 0.0551      |
|    value_loss           | 0.00436     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.616       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 71          |
|    time_elapsed         | 16090       |
|    total_timesteps      | 177500      |
| train/                  |             |
|    approx_kl            | 0.007618407 |
|    clip_fraction        | 0.389       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.869       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0495      |
|    n_updates            | 1400        |
|    policy_gradient_loss | -0.0361     |
|    std                  | 0.0551      |
|    value_loss           | 0.00431     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.611        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 72           |
|    time_elapsed         | 16314        |
|    total_timesteps      | 180000       |
| train/                  |              |
|    approx_kl            | 0.0093924645 |
|    clip_fraction        | 0.405        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.8        |
|    explained_variance   | 0.874        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0479       |
|    n_updates            | 1420         |
|    policy_gradient_loss | -0.0365      |
|    std                  | 0.0551       |
|    value_loss           | 0.00417      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.617       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 73          |
|    time_elapsed         | 16537       |
|    total_timesteps      | 182500      |
| train/                  |             |
|    approx_kl            | 0.008731177 |
|    clip_fraction        | 0.381       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.874       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.049       |
|    n_updates            | 1440        |
|    policy_gradient_loss | -0.0348     |
|    std                  | 0.0551      |
|    value_loss           | 0.00415     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.615       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 74          |
|    time_elapsed         | 16762       |
|    total_timesteps      | 185000      |
| train/                  |             |
|    approx_kl            | 0.009281209 |
|    clip_fraction        | 0.386       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.871       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0538      |
|    n_updates            | 1460        |
|    policy_gradient_loss | -0.0352     |
|    std                  | 0.0551      |
|    value_loss           | 0.00428     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.617       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 75          |
|    time_elapsed         | 16986       |
|    total_timesteps      | 187500      |
| train/                  |             |
|    approx_kl            | 0.009475722 |
|    clip_fraction        | 0.405       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.879       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0446      |
|    n_updates            | 1480        |
|    policy_gradient_loss | -0.0376     |
|    std                  | 0.0551      |
|    value_loss           | 0.004       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.618       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 76          |
|    time_elapsed         | 17212       |
|    total_timesteps      | 190000      |
| train/                  |             |
|    approx_kl            | 0.008058122 |
|    clip_fraction        | 0.409       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.874       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0471      |
|    n_updates            | 1500        |
|    policy_gradient_loss | -0.0368     |
|    std                  | 0.0551      |
|    value_loss           | 0.00417     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.62        |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 77          |
|    time_elapsed         | 17438       |
|    total_timesteps      | 192500      |
| train/                  |             |
|    approx_kl            | 0.007890481 |
|    clip_fraction        | 0.391       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.876       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0532      |
|    n_updates            | 1520        |
|    policy_gradient_loss | -0.0364     |
|    std                  | 0.0551      |
|    value_loss           | 0.00409     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.617        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 78           |
|    time_elapsed         | 17662        |
|    total_timesteps      | 195000       |
| train/                  |              |
|    approx_kl            | 0.0076072793 |
|    clip_fraction        | 0.386        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.7        |
|    explained_variance   | 0.878        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0459       |
|    n_updates            | 1540         |
|    policy_gradient_loss | -0.0358      |
|    std                  | 0.0551       |
|    value_loss           | 0.00407      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.611       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 79          |
|    time_elapsed         | 17887       |
|    total_timesteps      | 197500      |
| train/                  |             |
|    approx_kl            | 0.008036849 |
|    clip_fraction        | 0.397       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.873       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0489      |
|    n_updates            | 1560        |
|    policy_gradient_loss | -0.0362     |
|    std                  | 0.0551      |
|    value_loss           | 0.00422     |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.665       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.617       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 80          |
|    time_elapsed         | 18134       |
|    total_timesteps      | 200000      |
| train/                  |             |
|    approx_kl            | 0.007584353 |
|    clip_fraction        | 0.356       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.873       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0508      |
|    n_updates            | 1580        |
|    policy_gradient_loss | -0.0336     |
|    std                  | 0.0551      |
|    value_loss           | 0.00422     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.622        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 81           |
|    time_elapsed         | 18360        |
|    total_timesteps      | 202500       |
| train/                  |              |
|    approx_kl            | 0.0075016334 |
|    clip_fraction        | 0.389        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.7        |
|    explained_variance   | 0.879        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0452       |
|    n_updates            | 1600         |
|    policy_gradient_loss | -0.0353      |
|    std                  | 0.0551       |
|    value_loss           | 0.00402      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.617        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 82           |
|    time_elapsed         | 18582        |
|    total_timesteps      | 205000       |
| train/                  |              |
|    approx_kl            | 0.0075496486 |
|    clip_fraction        | 0.392        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.7        |
|    explained_variance   | 0.88         |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0519       |
|    n_updates            | 1620         |
|    policy_gradient_loss | -0.0352      |
|    std                  | 0.0551       |
|    value_loss           | 0.00398      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.619       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 83          |
|    time_elapsed         | 18806       |
|    total_timesteps      | 207500      |
| train/                  |             |
|    approx_kl            | 0.007728235 |
|    clip_fraction        | 0.383       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.883       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0516      |
|    n_updates            | 1640        |
|    policy_gradient_loss | -0.0352     |
|    std                  | 0.0551      |
|    value_loss           | 0.00389     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.616      |
| time/                   |            |
|    fps                  | 11         |
|    iterations           | 84         |
|    time_elapsed         | 19028      |
|    total_timesteps      | 210000     |
| train/                  |            |
|    approx_kl            | 0.00797309 |
|    clip_fraction        | 0.395      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.7      |
|    explained_variance   | 0.878      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0486     |
|    n_updates            | 1660       |
|    policy_gradient_loss | -0.0358    |
|    std                  | 0.0551     |
|    value_loss           | 0.00407    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.622       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 85          |
|    time_elapsed         | 19251       |
|    total_timesteps      | 212500      |
| train/                  |             |
|    approx_kl            | 0.008678556 |
|    clip_fraction        | 0.406       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.883       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0544      |
|    n_updates            | 1680        |
|    policy_gradient_loss | -0.0365     |
|    std                  | 0.0551      |
|    value_loss           | 0.00392     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.623       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 86          |
|    time_elapsed         | 19474       |
|    total_timesteps      | 215000      |
| train/                  |             |
|    approx_kl            | 0.006387551 |
|    clip_fraction        | 0.354       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.884       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0496      |
|    n_updates            | 1700        |
|    policy_gradient_loss | -0.0334     |
|    std                  | 0.0551      |
|    value_loss           | 0.00388     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.621       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 87          |
|    time_elapsed         | 19698       |
|    total_timesteps      | 217500      |
| train/                  |             |
|    approx_kl            | 0.007947046 |
|    clip_fraction        | 0.393       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.88        |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0418      |
|    n_updates            | 1720        |
|    policy_gradient_loss | -0.0365     |
|    std                  | 0.0551      |
|    value_loss           | 0.00404     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.625        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 88           |
|    time_elapsed         | 19920        |
|    total_timesteps      | 220000       |
| train/                  |              |
|    approx_kl            | 0.0077872006 |
|    clip_fraction        | 0.392        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.7        |
|    explained_variance   | 0.883        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0524       |
|    n_updates            | 1740         |
|    policy_gradient_loss | -0.0352      |
|    std                  | 0.0551       |
|    value_loss           | 0.00389      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.618        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 89           |
|    time_elapsed         | 20141        |
|    total_timesteps      | 222500       |
| train/                  |              |
|    approx_kl            | 0.0074096858 |
|    clip_fraction        | 0.393        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.7        |
|    explained_variance   | 0.889        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0584       |
|    n_updates            | 1760         |
|    policy_gradient_loss | -0.0346      |
|    std                  | 0.0551       |
|    value_loss           | 0.00373      |
------------------------------------------
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 5          |
|    mean_reward          | 0.664      |
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.625      |
| time/                   |            |
|    fps                  | 11         |
|    iterations           | 90         |
|    time_elapsed         | 20388      |
|    total_timesteps      | 225000     |
| train/                  |            |
|    approx_kl            | 0.00801597 |
|    clip_fraction        | 0.38       |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.7      |
|    explained_variance   | 0.889      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0489     |
|    n_updates            | 1780       |
|    policy_gradient_loss | -0.0344    |
|    std                  | 0.0551     |
|    value_loss           | 0.00372    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.622       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 91          |
|    time_elapsed         | 20611       |
|    total_timesteps      | 227500      |
| train/                  |             |
|    approx_kl            | 0.010205166 |
|    clip_fraction        | 0.39        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.881       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0461      |
|    n_updates            | 1800        |
|    policy_gradient_loss | -0.0353     |
|    std                  | 0.0551      |
|    value_loss           | 0.00402     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.623       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 92          |
|    time_elapsed         | 20833       |
|    total_timesteps      | 230000      |
| train/                  |             |
|    approx_kl            | 0.009118105 |
|    clip_fraction        | 0.388       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.883       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0496      |
|    n_updates            | 1820        |
|    policy_gradient_loss | -0.0358     |
|    std                  | 0.0551      |
|    value_loss           | 0.00391     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.622       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 93          |
|    time_elapsed         | 21059       |
|    total_timesteps      | 232500      |
| train/                  |             |
|    approx_kl            | 0.008233315 |
|    clip_fraction        | 0.39        |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.891       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0545      |
|    n_updates            | 1840        |
|    policy_gradient_loss | -0.0352     |
|    std                  | 0.0551      |
|    value_loss           | 0.00368     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.621       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 94          |
|    time_elapsed         | 21284       |
|    total_timesteps      | 235000      |
| train/                  |             |
|    approx_kl            | 0.008608904 |
|    clip_fraction        | 0.406       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.892       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0524      |
|    n_updates            | 1860        |
|    policy_gradient_loss | -0.0365     |
|    std                  | 0.0551      |
|    value_loss           | 0.00361     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.624       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 95          |
|    time_elapsed         | 21506       |
|    total_timesteps      | 237500      |
| train/                  |             |
|    approx_kl            | 0.008533199 |
|    clip_fraction        | 0.404       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.7       |
|    explained_variance   | 0.882       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0469      |
|    n_updates            | 1880        |
|    policy_gradient_loss | -0.0368     |
|    std                  | 0.0551      |
|    value_loss           | 0.00396     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.62        |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 96          |
|    time_elapsed         | 21728       |
|    total_timesteps      | 240000      |
| train/                  |             |
|    approx_kl            | 0.006592698 |
|    clip_fraction        | 0.4         |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.884       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0466      |
|    n_updates            | 1900        |
|    policy_gradient_loss | -0.0359     |
|    std                  | 0.0551      |
|    value_loss           | 0.00389     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.626       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 97          |
|    time_elapsed         | 21949       |
|    total_timesteps      | 242500      |
| train/                  |             |
|    approx_kl            | 0.007588813 |
|    clip_fraction        | 0.372       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.889       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0495      |
|    n_updates            | 1920        |
|    policy_gradient_loss | -0.0346     |
|    std                  | 0.0551      |
|    value_loss           | 0.00376     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.624       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 98          |
|    time_elapsed         | 22172       |
|    total_timesteps      | 245000      |
| train/                  |             |
|    approx_kl            | 0.008157591 |
|    clip_fraction        | 0.4         |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.894       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0498      |
|    n_updates            | 1940        |
|    policy_gradient_loss | -0.0362     |
|    std                  | 0.0551      |
|    value_loss           | 0.00355     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.628        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 99           |
|    time_elapsed         | 22396        |
|    total_timesteps      | 247500       |
| train/                  |              |
|    approx_kl            | 0.0079452405 |
|    clip_fraction        | 0.389        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.8        |
|    explained_variance   | 0.886        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0473       |
|    n_updates            | 1960         |
|    policy_gradient_loss | -0.0362      |
|    std                  | 0.0551       |
|    value_loss           | 0.0038       |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5           |
|    mean_reward          | 0.666       |
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.622       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 100         |
|    time_elapsed         | 22642       |
|    total_timesteps      | 250000      |
| train/                  |             |
|    approx_kl            | 0.008469971 |
|    clip_fraction        | 0.384       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.889       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0512      |
|    n_updates            | 1980        |
|    policy_gradient_loss | -0.0352     |
|    std                  | 0.055       |
|    value_loss           | 0.00371     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.627        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 101          |
|    time_elapsed         | 22866        |
|    total_timesteps      | 252500       |
| train/                  |              |
|    approx_kl            | 0.0074043972 |
|    clip_fraction        | 0.384        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.8        |
|    explained_variance   | 0.886        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0448       |
|    n_updates            | 2000         |
|    policy_gradient_loss | -0.0352      |
|    std                  | 0.055        |
|    value_loss           | 0.00382      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.626       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 102         |
|    time_elapsed         | 23087       |
|    total_timesteps      | 255000      |
| train/                  |             |
|    approx_kl            | 0.007175852 |
|    clip_fraction        | 0.376       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.887       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0517      |
|    n_updates            | 2020        |
|    policy_gradient_loss | -0.0356     |
|    std                  | 0.055       |
|    value_loss           | 0.00382     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.625       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 103         |
|    time_elapsed         | 23309       |
|    total_timesteps      | 257500      |
| train/                  |             |
|    approx_kl            | 0.008765664 |
|    clip_fraction        | 0.392       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.893       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0536      |
|    n_updates            | 2040        |
|    policy_gradient_loss | -0.0352     |
|    std                  | 0.055       |
|    value_loss           | 0.00361     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.628        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 104          |
|    time_elapsed         | 23532        |
|    total_timesteps      | 260000       |
| train/                  |              |
|    approx_kl            | 0.0077607483 |
|    clip_fraction        | 0.355        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.8        |
|    explained_variance   | 0.891        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0529       |
|    n_updates            | 2060         |
|    policy_gradient_loss | -0.0335      |
|    std                  | 0.055        |
|    value_loss           | 0.00367      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.625       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 105         |
|    time_elapsed         | 23754       |
|    total_timesteps      | 262500      |
| train/                  |             |
|    approx_kl            | 0.008555711 |
|    clip_fraction        | 0.414       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.896       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0451      |
|    n_updates            | 2080        |
|    policy_gradient_loss | -0.038      |
|    std                  | 0.055       |
|    value_loss           | 0.00353     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.626        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 106          |
|    time_elapsed         | 23977        |
|    total_timesteps      | 265000       |
| train/                  |              |
|    approx_kl            | 0.0076419287 |
|    clip_fraction        | 0.404        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.8        |
|    explained_variance   | 0.89         |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0505       |
|    n_updates            | 2100         |
|    policy_gradient_loss | -0.0356      |
|    std                  | 0.055        |
|    value_loss           | 0.00373      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5          |
|    ep_rew_mean          | 0.63       |
| time/                   |            |
|    fps                  | 11         |
|    iterations           | 107        |
|    time_elapsed         | 24203      |
|    total_timesteps      | 267500     |
| train/                  |            |
|    approx_kl            | 0.00903844 |
|    clip_fraction        | 0.398      |
|    clip_range           | 0.1        |
|    entropy_loss         | -94.8      |
|    explained_variance   | 0.895      |
|    learning_rate        | 1e-05      |
|    loss                 | 0.0539     |
|    n_updates            | 2120       |
|    policy_gradient_loss | -0.0354    |
|    std                  | 0.055      |
|    value_loss           | 0.00352    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.631       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 108         |
|    time_elapsed         | 24426       |
|    total_timesteps      | 270000      |
| train/                  |             |
|    approx_kl            | 0.007925719 |
|    clip_fraction        | 0.397       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.89        |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0547      |
|    n_updates            | 2140        |
|    policy_gradient_loss | -0.0354     |
|    std                  | 0.055       |
|    value_loss           | 0.00371     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5           |
|    ep_rew_mean          | 0.627       |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 109         |
|    time_elapsed         | 24650       |
|    total_timesteps      | 272500      |
| train/                  |             |
|    approx_kl            | 0.007799508 |
|    clip_fraction        | 0.388       |
|    clip_range           | 0.1         |
|    entropy_loss         | -94.8       |
|    explained_variance   | 0.898       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.0534      |
|    n_updates            | 2160        |
|    policy_gradient_loss | -0.0353     |
|    std                  | 0.055       |
|    value_loss           | 0.00343     |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 5            |
|    mean_reward          | 0.665        |
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 0.629        |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 110          |
|    time_elapsed         | 24896        |
|    total_timesteps      | 275000       |
| train/                  |              |
|    approx_kl            | 0.0069478746 |
|    clip_fraction        | 0.381        |
|    clip_range           | 0.1          |
|    entropy_loss         | -94.8        |
|    explained_variance   | 0.894        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.0537       |
|    n_updates            | 2180         |
